,pop,zip,city,I_mean,I_median,I_stdev,I_rank,state,B_num,H_slope
3252,1,84714,Beryl,61535,43502,56365,25500,IL,0.0,1124.4642857142856
3253,12,89425,Orovada,84119,73878,59087,31144,AR,0.0,2665.6785714285716
3254,262,75935,Center,28387,19677,24438,17348,KY,0.0,1806.071428571428
3255,11,62931,Elizabethtown,37181,24773,34864,32607,NY,0.0,3926.249999999999
3256,945,92107,San Diego,90596,92153,58978,5249,TX,12.0,9143.714285714283
3257,15,77533,Daisetta,52532,47309,25227,5246,OH,0.0,19056.96428571428
3258,35,59011,Big Timber,61894,50294,50702,20786,NH,0.0,12700.999999999998
3259,581,94960,San Anselmo,115908,95545,77809,5262,AZ,0.0,19430.857142857145
3260,1082,68134,Omaha,90365,300000,59372,11477,VA,0.0,1824.6428571428564
3261,34,96777,Pahala,38646,32614,36588,10215,CA,0.0,17067.60714285714
3262,900,70806,Baton Rouge,56178,39487,54542,1854,GA,0.0,14699.892857142853
3263,20170,75051,Grand Prairie,52561,46591,42074,15992,MS,0.0,1538.7142857142856
3264,102,62294,Troy,69521,54763,54007,21250,NY,0.0,24427.499999999996
3265,530,75216,Dallas,25814,21279,21926,3764,MS,0.0,1974.1071428571427
3266,742,70117,New Orleans,50099,12481,72397,27522,NC,2.0,2860.892857142857
3267,1558,97477,Springfield,42300,31581,38195,11403,CA,6.0,164584.67857142852
3268,58,78011,Charlotte,69528,56774,53634,9549,IN,0.0,5488.428571428571
3269,1078,80922,Colorado Springs,90146,300000,40538,1275,IA,4.0,5548.714285714284
3270,279,60305,River Forest,157950,166684,88656,13428,CT,1.0,7156.249999999998
3271,10,82836,Dayton,68733,64759,40427,24732,MN,0.0,6676.5714285714275
3272,2005,93245,Lemoore,84148,74559,57437,4473,CO,0.0,30287.39285714285
3273,1032,90712,Lakewood,109386,99591,61244,20022,TX,2.0,5113.5714285714275
3274,15,64149,Kansas City,82620,82407,51399,21194,PA,0.0,5244.999999999998
3275,57,77419,Blessing,28652,21174,27090,9587,OH,0.0,12692.964285714283
3276,680,80014,Aurora,77044,59707,60189,16887,MI,3.0,2920.499999999999
3277,315,98105,Seattle,37978,15236,47418,12976,CA,11.0,5665.321428571427
3278,164,98944,Sunnyside,40344,33016,31084,3095,HI,3.0,16254.321428571428
3279,1062,89031,N. Las Vegas,61174,52446,39086,20529,LA,0.0,-680.5357142857142
3280,39,75039,Irving,0,0,0,11253,MS,2.0,2362.392857142856
3281,246,91505,Burbank,93727,300000,56108,13202,TX,0.0,19855.03571428571
3282,3,81057,Mc Clave,47822,45067,32852,22546,IA,0.0,3631.321428571428
3283,390,79912,El Paso,108279,80652,84378,14262,MI,1.0,5400.892857142857
3284,738,80232,Lakewood,51950,45429,40423,27158,IA,1.0,2555.9285714285706
3285,666,71055,Minden,40440,24715,39538,8357,GA,0.0,16173.89285714285
3286,527,73010,Blanchard,74274,300000,52281,1582,FL,0.0,3890.6428571428555
3287,235,60162,Hillside,59712,52069,43703,3956,CT,0.0,4898.785714285713
3288,382,67530,Great Bend,43785,36991,34594,7927,VA,0.0,6429.999999999998
3289,379,98408,Tacoma,62174,51372,44935,9428,CA,0.0,26231.28571428571
3290,51,75939,Corrigan,54485,54868,35988,28067,KY,0.0,1347.8928571428569
3291,117,72433,Hoxie,34824,21619,34456,1169,FL,0.0,-4069.8928571428573
3292,326,76244,Keller,132592,300000,44855,20835,KY,0.0,4238.142857142857
3293,66,84754,Monroe,54373,48295,40751,28187,IL,0.0,1474.357142857143
3294,323,92705,Santa Ana,172734,300000,78612,1409,TX,4.0,4580.464285714284
3295,47,99743,Healy,95667,91135,57327,17211,WA,1.0,16550.14285714285
3296,93,85363,Youngtown,46831,36258,37949,12593,IL,0.0,6007.678571428571
3297,108,79201,Childress,46548,24948,49853,1719,MI,0.0,15158.178571428572
3298,81,62097,Worden,60363,53656,43682,8120,NY,0.0,25592.39285714285
3299,68,95002,Alviso,87293,76559,62990,20754,AZ,0.0,7149.571428571428
3300,327,96021,Corning,37053,28386,30944,11014,CA,0.0,27472.42857142857
3301,94,68002,Arlington,77179,62428,58501,33010,VA,0.0,3635.142857142857
3302,1018,89113,Las Vegas,60117,53950,39599,15604,LA,0.0,1207.0357142857142
3303,313,77377,Tomball,110057,100140,82565,8074,OH,1.0,5075.142857142857
3304,550,94611,Oakland,85552,62784,75651,25477,UT,0.0,10406.071428571428
3305,165,71064,Plain Dealing,45101,44796,38039,10035,GA,0.0,19025.392857142855
3306,301,94568,Dublin,126995,119417,72770,5048,UT,2.0,26839.785714285714
3307,226,93004,Ventura,69184,300000,50205,27742,TX,0.0,1077.0714285714282
3308,405,76110,Fort Worth,61122,38765,58789,28784,KY,0.0,2875.7142857142853
3309,3503,92553,Moreno Valley,44715,34921,37775,21288,TX,3.0,20042.25
3310,25549,78681,Round Rock,97778,300000,58315,15012,IN,2.0,5017.607142857141
3311,62,73026,Norman,115103,300000,77593,3857,FL,0.0,8511.857142857141
3312,306,80233,Northglenn,40161,30972,32200,28454,IA,1.0,3903.4285714285706
3313,47,59821,Arlee,67157,55306,56862,14403,VT,0.0,8894.821428571428
3314,245,93219,Earlimart,37464,27873,31256,2492,CO,0.0,27129.5
3315,126,78377,Refugio,32038,14830,32673,20356,IN,0.0,6434.642857142855
3316,1141,98203,Everett,80023,65478,57211,14464,CA,0.0,68787.99999999997
3317,372,65802,Springfield,39959,22966,37645,3345,PA,1.0,11470.785714285712
3318,106,62918,Carterville,44915,34643,36873,17443,NY,0.0,7215.321428571427
3319,211,74447,Okmulgee,37054,34144,26495,21641,TN,0.0,3201.964285714285
3320,203,70118,New Orleans,46724,31092,50070,26595,NC,1.0,1013.4285714285712
3321,1182,98296,Snohomish,120878,116115,71297,30545,CA,2.0,34699.17857142857
3322,138,97537,Rogue River,41468,32741,31748,3638,CA,0.0,77138.39285714284
3323,99,64108,Kansas City,39815,24961,42868,16814,PA,13.0,80.53571428571425
3324,1509,93657,Sanger,77299,43682,72082,26595,CO,7.0,3396.571428571427
3325,23,97416,Camas Valley,54597,47442,44162,3298,CA,0.0,16362.107142857141
3326,99,74039,Kellyville,46039,33763,36434,23081,AL,0.0,3089.142857142857
3327,402,61071,Rock Falls,45214,36166,36153,1987,NJ,0.0,2585.2857142857138
3328,206,84043,Lehi,86849,78361,52361,16802,MT,0.0,7081.785714285713
3329,278,95818,Sacramento,45158,29962,44144,826,NV,5.0,18610.142857142855
3330,83,76501,Temple,61486,62365,32203,359,OH,0.0,13073.392857142855
3331,215,77493,Katy,92414,300000,45104,4769,OH,2.0,11964.428571428565
3332,3951,74015,Catoosa,65142,52453,44851,20872,AL,0.0,3978.0714285714284
3333,0,87752,Wagon Mound,31026,25321,23359,17557,KS,0.0,7552.321428571426
3334,258,93703,Fresno,46000,21914,57257,20337,CO,0.0,8825.321428571428
3335,11,97536,Prospect,50968,43150,39872,4616,CA,0.0,102729.7857142857
3336,382,91711,Claremont,80489,75939,57703,5089,TX,1.0,10694.999999999996
3337,142,81503,Grand Junction,67768,300000,65478,23737,WI,1.0,7488.67857142857
3338,171,67871,Scott City,66946,52217,47033,15358,VA,0.0,2899.321428571428
3339,434,91605,North Hollywood,37221,26032,32621,31017,TX,0.0,8502.392857142855
3340,383,85258,Scottsdale,57926,46086,45388,12025,IL,0.0,4231.678571428571
3341,8,99563,Chevak,51011,41718,37096,196,WA,0.0,53645.178571428565
3342,434,72205,Little Rock,56326,58050,33136,3568,FL,3.0,16530.821428571428
3343,567,60546,Riverside,64916,60063,49357,7810,NJ,0.0,15952.892857142857
3344,310,60714,Niles,80021,76515,54163,955,NJ,2.0,15309.10714285714
3345,859,60431,Joliet,73562,300000,55852,3054,CT,0.0,8555.821428571426
3346,17,82941,Pinedale,94204,94509,50057,21993,MN,0.0,9024.67857142857
3347,121,76548,Harker Heights,93960,83907,55728,19450,OH,2.0,6530.071428571427
3348,34063,60451,New Lenox,83143,76526,59497,6492,CT,1.0,8757.499999999998
3349,35,58770,Parshall,77202,67087,59772,11692,MA,0.0,44020.92857142855
3350,208,92236,Coachella,45109,31701,39019,10491,TX,1.0,3502.5357142857138
3351,79,80216,Denver,44560,43411,27791,16091,IA,10.0,10949.142857142855
3352,98,77486,West Columbia,60840,47821,40715,13717,OH,0.0,3080.857142857142
3353,87,80470,Pine,101827,89427,57746,28872,IA,0.0,3153.5357142857138
3354,234,92831,Fullerton,79796,300000,54844,9981,TX,1.0,3365.1785714285706
3355,89,88230,Dexter,48770,41039,37675,18120,NE,0.0,7045.285714285713
3356,46,68853,Loup City,48574,38225,41877,28187,WV,0.0,2099.4999999999995
3357,341,77036,Houston,28465,20792,21551,4112,OH,1.0,11340.964285714283
3358,213,94601,Oakland,51095,40160,39921,3225,UT,4.0,26426.67857142857
3359,511,91740,Glendora,69703,300000,66021,4502,TX,0.0,9453.821428571428
3360,50,75124,Eustace,68106,53405,57175,14097,MS,0.0,-311.0714285714285
3361,145,71118,Shreveport,46600,33429,39355,23188,GA,0.0,5918.214285714284
3362,44,86325,Cornville,65955,300000,49392,10373,MO,1.0,14190.714285714286
3363,66,88415,Clayton,41295,35108,35913,5373,LA,0.0,9532.214285714284
3364,106,97403,Eugene,47068,23270,55043,23447,CA,5.0,8697.035714285712
3365,848,87124,Rio Rancho,90394,300000,57616,5118,KS,4.0,18600.642857142848
3366,257,76234,Decatur,85874,300000,53382,2278,KY,0.0,8843.535714285712
3367,363,67060,Haysville,80522,69952,46524,28699,MD,0.0,2140.75
3368,104,99328,Dayton,55001,39319,49885,29726,OR,0.0,19274.392857142855
3369,159,95954,Magalia,50400,44136,40514,9365,NV,2.0,30293.49999999999
3370,991,85205,Mesa,73432,50801,65851,25178,IL,0.0,3963.4999999999986
3371,981,66213,Overland Park,126398,119597,73085,3694,VA,0.0,13631.285714285712
3372,1306,62468,Toledo,46326,37389,39845,16367,NY,0.0,8767.714285714284
3373,266,60441,Lockport,57387,45947,45947,9989,CT,1.0,5343.749999999999
3374,3873,61951,Sullivan,68199,49785,52266,22125,NY,0.0,12937.821428571428
3375,45,78231,San Antonio,90040,83420,66667,27395,IN,0.0,8446.571428571426
3376,32,93432,Creston,80023,74870,49896,1380,CO,2.0,25659.78571428571
3377,465,97381,Silverton,93210,300000,65967,3385,CA,8.0,14558.67857142857
3378,54,72461,Rector,41443,32066,35641,13011,FL,0.0,10932.03571428571
3379,371,70056,Terrytown,33498,22959,25756,412,NC,0.0,9747.857142857141
3380,791,78239,San Antonio,40610,23409,37461,19149,IN,0.0,8831.428571428569
3381,868,91403,Sherman Oaks,80261,63169,55187,15842,TX,1.0,11888.607142857141
3382,415,85711,Tucson,41993,35025,27251,20889,IL,3.0,1317.7142857142853
3383,77,84631,Fillmore,60321,51723,44952,860,IL,0.0,6906.178571428572
3384,946,92203,Bermuda Dunes,66894,53490,59475,12409,TX,0.0,12687.428571428567
3385,82,95614,Cool,93996,74907,64056,15091,NM,0.0,5329.107142857142
3386,557,98144,Seattle,60706,44364,53282,7280,CA,6.0,27312.785714285706
3387,242,70438,Franklinton,45873,34045,38132,6063,SC,0.0,2948.4642857142853
3388,23,79031,Earth,49634,38017,41259,6060,MI,0.0,15646.999999999995
3389,776,92020,El Cajon,118571,98901,87437,3275,TX,4.0,13008.214285714286
3390,906,97304,Salem,74044,67698,49824,24402,CA,6.0,9854.071428571428
3391,161,85701,Tucson,50620,39574,44800,21774,IL,7.0,3623.6785714285697
3392,29,66748,Humboldt,60138,54692,30322,9240,MD,0.0,10651.392857142857
3393,210,80902,Colorado Springs,69749,300000,5981,24363,IA,0.0,5064.8214285714275
3394,273,64131,Kansas City,42188,42463,21349,26394,PA,0.0,281.07142857142856
3395,53,93434,Guadalupe,52410,42533,33551,2544,CO,0.0,29663.14285714285
3396,1164,93021,Moorpark,69848,63550,40849,5283,TX,2.0,5899.535714285714
3397,10,98240,Custer,75366,300000,45977,30835,CA,0.0,2632.6071428571418
3398,88,93203,Arvin,53026,38595,42781,173,CO,1.0,24862.642857142848
3399,1218,70810,Baton Rouge,133754,125074,73732,69,GA,0.0,16525.42857142857
3400,495,95131,San Jose,111494,91237,77155,19450,AZ,2.0,8830.428571428569
3401,139,94925,Corte Madera,153399,300000,79413,3802,AZ,0.0,9296.142857142855
3402,1289,60659,Chicago,92855,72810,66589,19230,NJ,1.0,7860.392857142855
3403,77,90290,Topanga,136693,300000,73979,27466,OK,0.0,2790.499999999999
3404,944,82001,Cheyenne,51832,36346,38446,933,WI,3.0,8968.785714285712
3405,56,81524,Loma,77181,76289,50529,8829,WI,0.0,8585.5
3406,1027,63901,Poplar Bluff,31711,21402,33718,3154,PA,0.0,9418.714285714284
3407,214,80260,Thornton,57419,57049,38524,2441,IA,0.0,9037.42857142857
3408,110,92227,Twentynine Palms,38162,26647,35631,23697,TX,0.0,4447.071428571428
3409,164,98043,Mtlk Terrace,57807,47456,44962,2974,CA,1.0,24450.357142857138
3410,13,70650,Lacassine,61847,48543,50698,8083,SC,0.0,14159.714285714288
3411,29,93427,Buellton,80327,71623,55978,26065,CO,10.0,7503.357142857142
3412,47,62044,Greenfield,56219,46707,43261,119,NY,0.0,26458.499999999996
3413,821,75206,Dallas,103282,81177,77045,10222,MS,7.0,2594.607142857142
3414,2492,64673,Princeton,40928,33494,28135,17929,PA,0.0,2428.321428571428
3415,920,85031,Glendale,34126,23244,30910,12354,IL,0.0,4722.178571428571
3416,1659,75052,Grand Prairie,107008,104518,60198,33114,MS,0.0,2199.142857142857
3417,220,89301,Ely,81646,68338,57227,4195,AR,0.0,4742.678571428572
3418,58,99320,Benton City,69839,300000,49879,29795,OR,2.0,17438.964285714283
3419,579,77038,Houston,47728,40617,33423,5120,OH,0.0,8761.464285714284
3420,64,63869,New Madrid,59163,41057,54116,14191,PA,0.0,3065.249999999999
3421,77,80734,Holyoke,59178,55759,37787,29352,IA,0.0,3768.607142857142
3422,185,98119,Seattle,95428,72089,74883,2987,CA,7.0,27979.64285714285
3423,1197,85719,Tucson,33407,24131,30660,26315,IL,7.0,925.6428571428569
3424,788,75090,Sherman,27573,23214,21694,25400,MS,2.0,3813.821428571428
3425,17,65647,Exeter,35700,27626,25975,31498,PA,0.0,12051.642857142853
3426,7,72444,Maynard,64303,58931,53352,636,FL,0.0,656.0357142857138
3427,146,63011,Ellisville,99296,82367,70351,5912,NY,1.0,3209.892857142857
3428,53,98557,Mccleary,60604,48937,44741,7483,CA,0.0,6935.035714285712
3429,1,80744,Ovid,40647,25713,40276,30617,IA,0.0,3307.5714285714284
3430,450,93726,Fresno,60998,46592,46675,3861,CO,0.0,12723.10714285714
3431,4309,91331,Pacoima,41633,36414,32712,22454,TX,3.0,11102.392857142857
3432,273,61241,Colona,67080,57529,38489,10083,NJ,1.0,6729.749999999999
3433,128,59425,Conrad,74768,69099,53017,11701,ME,0.0,8381.821428571428
3434,808,76705,Waco,59365,300000,23676,25400,OH,4.0,4750.535714285714
3435,11463,78380,Robstown,62946,38931,47782,18905,IN,0.0,4328.321428571428
3436,1015,65301,Sedalia,24350,17509,24526,32023,PA,2.0,-204.32142857142856
3437,1856,92590,Temecula,70597,47218,59818,10346,TX,22.0,18445.85714285714
3438,112,89030,North Las Vegas,43089,35682,28546,10455,LA,0.0,3878.392857142856
3439,457,98006,Bellevue,142536,146322,75696,7945,CA,2.0,65189.39285714284
3440,1543,76092,Southlake,141340,300000,73305,28614,KY,1.0,1518.9642857142856
3441,2540,70342,Berwick,80366,68375,63645,9230,SC,0.0,4246.392857142856
3442,124,63077,St Clair,62497,300000,32036,21570,NY,0.0,7652.785714285714
3443,590,95252,Valley Springs,93225,89426,59167,17695,NM,0.0,3804.3214285714275
3444,1275,59101,Billings,31722,24879,28591,23894,NH,16.0,6292.142857142856
3445,9,95970,Princeton,64022,43535,52400,32362,NV,0.0,13731.53571428571
3446,186,91902,Bonita,101129,101437,53161,1022,TX,1.0,7748.392857142855
3447,217,63103,St Louis,26755,20460,24192,33451,NY,7.0,5244.821428571427
3448,277,66226,Shawnee,152940,141073,72937,26569,VA,0.0,22593.464285714283
3449,587,66224,Leawood,117844,89751,88603,8914,VA,2.0,17765.64285714285
3450,1047,70131,New Orleans,45223,36482,35225,4687,NC,1.0,6867.499999999996
3451,1128,87107,Albuquerque,54877,38522,58406,5147,KS,17.0,12791.571428571426
3452,1025,74133,Tulsa,45253,38038,29666,19869,TN,3.0,8915.749999999998
3453,237,79853,Tornillo,38191,32788,30664,12700,MI,0.0,5931.535714285714
3454,502,91205,Glendale,56184,39268,51757,3596,TX,0.0,16630.53571428571
3455,29,76525,Evant,69858,50492,62396,24562,OH,0.0,6905.607142857141
3456,97,65459,Dixon,57441,50301,40487,12942,PA,0.0,5868.749999999999
3457,277,95050,Santa Clara,92064,300000,54265,1618,AZ,1.0,11874.285714285714
3458,322,77459,Missouri City,141584,139452,70999,31180,OH,0.0,1283.035714285714
3459,307,97124,Hillsboro,51015,31410,50775,3300,CA,24.0,31107.035714285706
3460,271,90270,Maywood,28800,21049,26824,18753,OK,0.0,6810.964285714284
3461,321,77040,Houston,32408,25490,26562,7625,OH,0.0,15151.285714285716
3462,152,78252,San Antonio,50128,36547,47782,27718,IN,0.0,6238.3214285714275
3463,237,86429,Bullhead City,39075,31129,27980,14067,MO,0.0,3076.9285714285706
3464,430,75071,Mckinney,95186,82641,64760,17960,MS,1.0,1203.8214285714282
3465,196,66743,Girard,59793,48500,44315,2239,MD,0.0,9023.92857142857
3466,30,63862,Lilbourn,20536,17600,12741,27250,PA,0.0,4698.678571428571
3467,539,97301,Salem,42604,38237,36377,7617,CA,9.0,15092.28571428571
3468,14,95903,Beale Afb,32499,300000,1826,28097,NV,0.0,9707.892857142855
3469,10,80466,Nederland,104254,88295,65467,32305,IA,5.0,1214.107142857143
3470,23,99567,Chugiak,133300,300000,60207,2117,WA,0.0,51500.82142857141
3471,1147,73120,Oklahoma City,100420,69151,77974,6447,FL,0.0,11025.071428571426
3472,274,74604,Ponca City,60912,54211,43535,20208,TN,0.0,2428.571428571428
3473,183,64505,St Joseph,44914,26377,51406,14239,PA,0.0,3021.9642857142853
3474,2396,91910,Chula Vista,49188,45291,36619,30835,TX,3.0,6083.249999999999
3475,1317,89142,Las Vegas,51091,45537,34229,15923,AR,0.0,453.96428571428555
3476,191,60954,Momence,69186,300000,33503,30159,NJ,0.0,-6986.785714285713
3477,492,89101,Las Vegas,46403,41847,32850,23614,LA,10.0,5637.464285714284
3478,55,88045,Lordsburg,41236,31426,34146,20508,NE,0.0,20881.571428571424
3479,105,74848,Holdenville,51415,300000,42683,22389,TN,0.0,20865.17857142857
3480,225,88401,Tucumcari,111312,163621,88173,27056,NE,0.0,5083.857142857141
3481,15,96117,Litchfield,78642,62733,63866,2261,CA,1.0,265843.35714285716
3482,254,99559,Bethel,90822,72540,71288,1590,WA,0.0,32120.357142857138
3483,513,63147,St Louis,39646,26690,41348,33935,NY,1.0,1723.6071428571424
3484,357,77306,Conroe,54995,39848,41440,6946,OH,0.0,6581.678571428569
3485,0,90747,Carson,77615,66090,53106,12599,TX,0.0,15327.428571428569
3486,738,77802,Bryan,53037,51099,45951,26437,OH,2.0,2944.392857142857
3487,56,94065,Redwood City,134970,123591,84874,30545,ID,0.0,16496.607142857145
3488,25,72833,Danville,46117,35171,34487,3483,FL,0.0,13147.499999999996
3489,49,97064,Vernonia,59833,56867,38822,7999,CA,0.0,30078.85714285713
3490,202,75693,White Oak,60169,51430,42386,18869,KY,0.0,5708.749999999998
3491,20,70712,Angola,76372,300000,36506,16984,SC,0.0,4229.142857142856
3492,302,93313,Bakersfield,54283,46767,42202,3288,CO,6.0,27934.357142857138
3493,22717,60008,Rolling Meadows,94436,78572,69305,22871,VT,0.0,3368.3571428571418
3494,754,98948,Toppenish,59684,300000,48558,818,HI,0.0,15880.46428571428
3495,16,85347,Roll,48130,32498,43416,6645,IL,0.0,2854.392857142856
3496,547,89128,Las Vegas,64266,300000,46690,13093,LA,2.0,4468.749999999999
3497,27969,76901,San Angelo,58042,45431,42596,33839,OH,0.0,1841.7499999999998
3498,212,90016,Los Angeles,36483,25753,30278,32928,OK,1.0,6894.67857142857
3499,2,80547,Timnath,98874,300000,67457,27695,IA,0.0,2554.285714285714
3500,101,73942,Guymon,50838,35133,51074,27230,AL,0.0,1280.4999999999998
3501,37,70542,Gueydan,51486,38407,36740,12285,SC,0.0,10689.285714285712
3502,772,73552,Indiahoma,52432,37532,44048,2098,AL,0.0,3492.7142857142853
3503,316,98110,Bainbridge Island,118719,88625,83824,10199,CA,5.0,21772.03571428571
3504,496,79029,Dumas,32417,29883,16525,4394,MI,0.0,17185.535714285714
3505,731,60047,Lake Zurich,153790,157184,75397,22280,VT,6.0,4746.8214285714275
3506,98,66508,Marysville,63607,55172,52282,23348,MD,0.0,9184.17857142857
3507,91,65559,St James,35922,28344,25411,10766,PA,8.0,3306.571428571428
3508,1555,94555,Fremont,125931,300000,73003,28943,UT,0.0,22303.96428571428
3509,410,63110,St Louis,50521,44797,39065,19112,NY,8.0,4273.999999999999
3510,231,76036,Crowley,65403,300000,35318,26496,KY,0.0,4248.178571428571
3511,8,77580,Mont Belvieu,115420,105042,74176,13098,OH,0.0,9562.749999999998
3512,46092,85201,Mesa,34286,28737,22710,32023,IL,5.0,992.2142857142857
3513,1919,67025,Cheney,90455,300000,48890,30742,MD,0.0,9259.071428571428
3514,1735,59901,Kalispell,84399,74951,58999,20741,VT,1.0,4625.464285714284
3515,387,98371,Edgewood,99370,300000,57983,32023,CA,6.0,29836.71428571428
3516,247,85003,Phoenix,72305,49042,70051,20415,IL,1.0,2334.5
3517,169,63069,Pacific,102151,79385,72543,20949,NY,1.0,3068.3928571428564
3518,935,90041,Los Angeles,88527,59408,72801,25302,OK,1.0,2280.464285714286
3519,129,92007,Cardiff-by-the-sea,115526,300000,64778,3514,TX,1.0,9001.214285714284
3520,274,98199,Seattle,124295,300000,76596,11026,CA,3.0,24102.28571428571
3521,2382,75002,Allen,159185,169040,76007,17450,MS,6.0,1673.7142857142856
3522,322,98446,Tacoma,91932,82405,61832,30589,CA,0.0,32804.678571428565
3523,60,66901,Concordia,44874,33192,46361,25793,MD,0.0,1098.8571428571427
3524,659,74011,Broken Arrow,84315,58281,77272,12826,AL,0.0,2416.178571428571
3525,50,71277,Spearsville,45073,38723,36322,2130,GA,0.0,7632.5
3526,28,75574,Simms,38501,22531,42662,1973,KY,0.0,10565.321428571428
3527,209,58237,Grafton,52017,42645,35075,34430,MA,0.0,24218.107142857138
3528,972,80127,Littleton,94774,87020,55101,21240,IA,0.0,9010.42857142857
3529,201,76904,San Angelo,31041,31058,21832,28067,OH,0.0,2701.035714285714
3530,1594,94583,San Ramon,125026,300000,67685,14337,UT,3.0,7972.0714285714275
3531,285,77085,Houston,69850,71688,34509,1334,OH,0.0,6358.392857142856
3532,4232,91935,Jamul,116516,111367,64817,22749,TX,0.0,7467.392857142855
3533,1098,77093,Houston,23130,15615,22498,11153,OH,0.0,7813.892857142856
3534,73,68620,Albion,54544,43473,47346,24321,WV,0.0,2426.3928571428564
3535,707,85209,Mesa,42627,39086,33707,22249,IL,1.0,1448.1428571428569
3536,38,64018,Camden Point,87530,300000,45317,12776,PA,0.0,960.4642857142858
3537,98,78052,Lytle,48140,300000,35820,4249,IN,0.0,13787.535714285712
3538,441,62450,Olney,66961,66437,39480,30981,NY,0.0,7578.607142857141
3539,1387,94526,Danville,165658,300000,81690,27891,UT,2.0,21971.25
3540,91,62075,Nokomis,54358,43455,36587,12001,NY,0.0,19869.357142857138
3541,408,78223,San Antonio,34441,24247,30741,13913,IN,1.0,8737.535714285712
3542,346,60438,Lansing,67468,300000,46817,17019,CT,3.0,2850.6071428571418
3543,18,78024,Hunt,54032,30406,46390,3314,IN,0.0,14986.535714285708
3544,1253,58341,Harvey,45311,35054,34572,31711,MA,0.0,5457.464285714284
3545,39,99133,Grand Coulee,46120,29646,49765,1585,OR,0.0,23954.821428571424
3546,399,76309,Wichita Falls,34280,23296,27963,24035,KY,0.0,1853.3214285714284
3547,643,71301,Alexandria,42526,32741,41680,10484,GA,0.0,9610.67857142857
3548,80,65010,Ashland,68951,63338,48048,12947,PA,0.0,6995.0
3549,486,68124,Omaha,59886,42613,60411,7148,VA,1.0,4294.285714285713
3550,261,68111,Omaha,33625,26961,23048,7297,VA,0.0,2202.4999999999995
3551,38456,71111,Bossier City,97915,300000,64917,11383,GA,0.0,8632.857142857141
3552,51,89316,Eureka,67208,61172,46212,10534,AR,0.0,3075.1785714285697
3553,101,80223,Denver,74861,60952,60779,16590,IA,6.0,5946.3214285714275
3554,277,75650,Hallsville,82987,300000,60095,11466,KY,0.0,2780.8928571428564
3555,15,86441,Dolan Springs,0,0,0,30742,MO,0.0,10357.392857142855
3556,27256,78245,San Antonio,33555,31616,12604,7495,IN,0.0,6521.071428571427
3557,49,60927,Clifton,61320,55011,42764,7229,NJ,0.0,12036.392857142855
3558,291,63043,Maryland Heights,65965,57637,43897,12494,NY,3.0,4144.964285714285
3559,12,75938,Colmesneil,57619,42150,47119,9571,KY,0.0,3358.9999999999995
3560,358,85298,Gilbert,119002,115886,63446,20292,IL,0.0,6278.035714285712
3561,1089,90302,Inglewood,34386,32606,21485,6728,OK,1.0,7322.035714285713
3562,469,60660,Chicago,84568,64803,70683,9980,NJ,0.0,6109.17857142857
3563,351,72022,Bryant,31297,20505,27422,12168,FL,0.0,7088.714285714283
3564,31,64109,Kansas City,48869,41934,44387,18046,PA,0.0,2455.285714285714
3565,9,76844,Goldthwaite,55214,45239,51326,14178,OH,0.0,3149.821428571428
3566,669,68845,Kearney,45592,42621,27497,17365,WV,0.0,1103.3571428571427
3567,342,95307,Ceres,42619,40052,29838,897,NM,0.0,8992.249999999998
3568,347,72764,Sonora,112207,99636,79398,4007,FL,9.0,30731.642857142848
3569,144,85140,San Tan Valley,84727,300000,34867,14616,IL,0.0,1514.785714285714
3570,47,77664,Warren,84246,86592,40814,673,OH,0.0,8039.3214285714275
3571,31,75409,Anna,86134,77562,50154,20981,MS,0.0,2010.8928571428564
3572,45,65611,Blue Eye,53682,42235,44778,16608,PA,0.0,4635.8214285714275
3573,4,98220,Acme,17499,300000,1826,14626,CA,0.0,17454.821428571424
3574,901,63005,Chesterfield,84056,300000,78833,9538,NY,4.0,5444.499999999998
3575,91,76073,Paradise,76843,62292,56281,28731,KY,0.0,1223.6428571428567
3576,6518,73084,Spencer,36014,21718,38289,6367,FL,0.0,13008.464285714283
3577,1465,63129,St Louis,89125,77504,50684,30779,NY,0.0,4816.535714285713
3578,1414,98357,Neah Bay,50769,34361,48942,11462,CA,0.0,9602.749999999998
3579,29,62824,Clay City,43105,32787,38089,18461,NY,0.0,-2111.4642857142853
3580,1,99761,Noatak,65682,51784,49294,4641,WA,0.0,29768.42857142857
3581,1158,89139,Las Vegas,65974,63112,35507,8188,AR,1.0,2386.2857142857138
3582,175,80031,Westminster,40906,39519,26789,16523,MI,3.0,5847.035714285713
3583,533,76541,Killeen,30937,27453,19399,20356,OH,0.0,13443.214285714284
3584,95,76360,Electra,45304,35333,37764,21743,KY,0.0,5328.3214285714275
3585,376,85028,Phoenix,36247,25656,29339,24073,IL,6.0,2038.8571428571424
3586,121,73006,Anadarko,59573,48251,51990,2382,FL,0.0,6488.42857142857
3587,45,62938,Golconda,38163,26104,44566,14521,NY,0.0,4611.499999999998
3588,24,99118,Curlew,86360,300000,25844,22038,OR,0.0,2072.142857142856
3589,339,93204,Avenal,0,0,0,943,CO,0.0,20972.21428571428
3590,304,64127,Kansas City,29013,21809,29875,23752,PA,0.0,925.535714285714
3591,1358,95842,Sacramento,56777,50638,40070,6712,NV,0.0,22401.749999999993
3592,1,58643,Marmarth,34980,22023,28783,6118,MA,0.0,33109.57142857143
